Model,DPO4054B
Firmware Version,3.22

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.01
Horizontal Delay,0.00088
Sample Interval,1e-05
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Vertical Position,0
,
,
,
Label,
TIME,CH1
-3.859e-02,0.48
-3.858e-02,0.48
-3.857e-02,0.48
-3.856e-02,0.48
-3.855e-02,0.48
-3.854e-02,0.48
-3.853e-02,0.5
-3.852e-02,0.48
-3.851e-02,0.5
-3.850e-02,0.48
-3.849e-02,0.48
-3.848e-02,0.48
-3.847e-02,0.48
-3.846e-02,0.48
-3.845e-02,0.48
-3.844e-02,0.5
-3.843e-02,0.5
-3.842e-02,0.48
-3.841e-02,0.48
-3.840e-02,0.5
-3.839e-02,0.5
-3.838e-02,0.5
-3.837e-02,0.5
-3.836e-02,0.5
-3.835e-02,0.46
-3.834e-02,0.5
-3.833e-02,0.46
-3.832e-02,0.48
-3.831e-02,0.48
-3.830e-02,0.5
-3.829e-02,0.48
-3.828e-02,0.5
-3.827e-02,0.48
-3.826e-02,0.5
-3.825e-02,0.48
-3.824e-02,0.48
-3.823e-02,0.48
-3.822e-02,0.5
-3.821e-02,0.5
-3.820e-02,0.46
-3.819e-02,0.5
-3.818e-02,0.5
-3.817e-02,0.48
-3.816e-02,0.5
-3.815e-02,0.48
-3.814e-02,0.48
-3.813e-02,0.48
-3.812e-02,0.48
-3.811e-02,0.46
-3.810e-02,0.48
-3.809e-02,0.5
-3.808e-02,0.5
-3.807e-02,0.5
-3.806e-02,0.48
-3.805e-02,0.48
-3.804e-02,0.48
-3.803e-02,0.5
-3.802e-02,0.48
-3.801e-02,0.48
-3.800e-02,0.5
-3.799e-02,0.5
-3.798e-02,0.5
-3.797e-02,0.5
-3.796e-02,0.48
-3.795e-02,0.5
-3.794e-02,0.5
-3.793e-02,0.5
-3.792e-02,0.48
-3.791e-02,0.46
-3.790e-02,0.5
-3.789e-02,0.5
-3.788e-02,0.46
-3.787e-02,0.5
-3.786e-02,0.48
-3.785e-02,0.48
-3.784e-02,0.5
-3.783e-02,0.48
-3.782e-02,0.5
-3.781e-02,0.48
-3.780e-02,0.48
-3.779e-02,0.46
-3.778e-02,0.48
-3.777e-02,0.48
-3.776e-02,0.48
-3.775e-02,0.46
-3.774e-02,0.52
-3.773e-02,0.48
-3.772e-02,0.5
-3.771e-02,0.5
-3.770e-02,0.48
-3.769e-02,0.48
-3.768e-02,0.5
-3.767e-02,0.48
-3.766e-02,0.5
-3.765e-02,0.48
-3.764e-02,0.48
-3.763e-02,0.48
-3.762e-02,0.48
-3.761e-02,0.5
-3.760e-02,0.48
-3.759e-02,0.5
-3.758e-02,0.48
-3.757e-02,0.5
-3.756e-02,0.5
-3.755e-02,0.5
-3.754e-02,0.5
-3.753e-02,0.48
-3.752e-02,0.48
-3.751e-02,0.5
-3.750e-02,0.46
-3.749e-02,0.48
-3.748e-02,0.46
-3.747e-02,0.48
-3.746e-02,0.48
-3.745e-02,0.48
-3.744e-02,0.48
-3.743e-02,0.52
-3.742e-02,0.48
-3.741e-02,0.48
-3.740e-02,0.48
-3.739e-02,0.48
-3.738e-02,0.48
-3.737e-02,0.5
-3.736e-02,0.48
-3.735e-02,0.48
-3.734e-02,0.48
-3.733e-02,0.5
-3.732e-02,0.48
-3.731e-02,0.48
-3.730e-02,0.5
-3.729e-02,0.5
-3.728e-02,0.5
-3.727e-02,0.48
-3.726e-02,0.48
-3.725e-02,0.5
-3.724e-02,0.48
-3.723e-02,0.46
-3.722e-02,0.5
-3.721e-02,0.5
-3.720e-02,0.5
-3.719e-02,0.48
-3.718e-02,0.48
-3.717e-02,0.5
-3.716e-02,0.5
-3.715e-02,0.48
-3.714e-02,0.48
-3.713e-02,0.5
-3.712e-02,0.5
-3.711e-02,0.48
-3.710e-02,0.48
-3.709e-02,0.48
-3.708e-02,0.48
-3.707e-02,0.5
-3.706e-02,0.48
-3.705e-02,0.48
-3.704e-02,0.48
-3.703e-02,0.48
-3.702e-02,0.48
-3.701e-02,0.5
-3.700e-02,0.48
-3.699e-02,0.48
-3.698e-02,0.5
-3.697e-02,0.5
-3.696e-02,0.5
-3.695e-02,0.5
-3.694e-02,0.5
-3.693e-02,0.48
-3.692e-02,0.46
-3.691e-02,0.48
-3.690e-02,0.5
-3.689e-02,0.48
-3.688e-02,0.5
-3.687e-02,0.48
-3.686e-02,0.48
-3.685e-02,0.48
-3.684e-02,0.48
-3.683e-02,0.5
-3.682e-02,0.48
-3.681e-02,0.46
-3.680e-02,0.5
-3.679e-02,0.5
-3.678e-02,0.5
-3.677e-02,0.48
-3.676e-02,0.48
-3.675e-02,0.48
-3.674e-02,0.48
-3.673e-02,0.48
-3.672e-02,0.5
-3.671e-02,0.48
-3.670e-02,0.48
-3.669e-02,0.46
-3.668e-02,0.5
-3.667e-02,0.5
-3.666e-02,0.48
-3.665e-02,0.5
-3.664e-02,0.5
-3.663e-02,0.48
-3.662e-02,0.48
-3.661e-02,0.48
-3.660e-02,0.48
-3.659e-02,0.48
-3.658e-02,0.5
-3.657e-02,0.48
-3.656e-02,0.5
-3.655e-02,0.5
-3.654e-02,0.5
-3.653e-02,0.48
-3.652e-02,0.48
-3.651e-02,0.5
-3.650e-02,0.48
-3.649e-02,0.48
-3.648e-02,0.5
-3.647e-02,0.46
-3.646e-02,0.5
-3.645e-02,0.5
-3.644e-02,0.5
-3.643e-02,0.48
-3.642e-02,0.48
-3.641e-02,0.5
-3.640e-02,0.48
-3.639e-02,0.5
-3.638e-02,0.48
-3.637e-02,0.48
-3.636e-02,0.48
-3.635e-02,0.48
-3.634e-02,0.5
-3.633e-02,0.48
-3.632e-02,0.48
-3.631e-02,0.48
-3.630e-02,0.48
-3.629e-02,0.48
-3.628e-02,0.46
-3.627e-02,0.5
-3.626e-02,0.48
-3.625e-02,0.48
-3.624e-02,0.5
-3.623e-02,0.48
-3.622e-02,0.48
-3.621e-02,0.48
-3.620e-02,0.48
-3.619e-02,0.5
-3.618e-02,0.48
-3.617e-02,0.5
-3.616e-02,0.48
-3.615e-02,0.5
-3.614e-02,0.48
-3.613e-02,0.5
-3.612e-02,0.5
-3.611e-02,0.5
-3.610e-02,0.48
-3.609e-02,0.48
-3.608e-02,0.48
-3.607e-02,0.5
-3.606e-02,0.5
-3.605e-02,0.48
-3.604e-02,0.5
-3.603e-02,0.5
-3.602e-02,0.48
-3.601e-02,0.48
-3.600e-02,0.48
-3.599e-02,0.5
-3.598e-02,0.48
-3.597e-02,0.48
-3.596e-02,0.48
-3.595e-02,0.5
-3.594e-02,0.48
-3.593e-02,0.46
-3.592e-02,0.48
-3.591e-02,0.46
-3.590e-02,0.5
-3.589e-02,0.48
-3.588e-02,0.48
-3.587e-02,0.5
-3.586e-02,0.5
-3.585e-02,0.48
-3.584e-02,0.5
-3.583e-02,0.48
-3.582e-02,0.5
-3.581e-02,0.5
-3.580e-02,0.5
-3.579e-02,0.5
-3.578e-02,0.48
-3.577e-02,0.48
-3.576e-02,0.48
-3.575e-02,0.48
-3.574e-02,0.5
-3.573e-02,0.5
-3.572e-02,0.48
-3.571e-02,0.48
-3.570e-02,0.5
-3.569e-02,0.48
-3.568e-02,0.5
-3.567e-02,0.48
-3.566e-02,0.48
-3.565e-02,0.48
-3.564e-02,0.48
-3.563e-02,0.5
-3.562e-02,0.48
-3.561e-02,0.5
-3.560e-02,0.48
-3.559e-02,0.5
-3.558e-02,0.5
-3.557e-02,0.5
-3.556e-02,0.48
-3.555e-02,0.5
-3.554e-02,0.5
-3.553e-02,0.48
-3.552e-02,0.48
-3.551e-02,0.5
-3.550e-02,0.48
-3.549e-02,0.5
-3.548e-02,0.48
-3.547e-02,0.5
-3.546e-02,0.46
-3.545e-02,0.48
-3.544e-02,0.48
-3.543e-02,0.5
-3.542e-02,0.5
-3.541e-02,0.46
-3.540e-02,0.5
-3.539e-02,0.48
-3.538e-02,0.48
-3.537e-02,0.5
-3.536e-02,0.48
-3.535e-02,0.48
-3.534e-02,0.48
-3.533e-02,0.5
-3.532e-02,0.48
-3.531e-02,0.5
-3.530e-02,0.5
-3.529e-02,0.5
-3.528e-02,0.48
-3.527e-02,0.48
-3.526e-02,0.48
-3.525e-02,0.5
-3.524e-02,0.5
-3.523e-02,0.48
-3.522e-02,0.5
-3.521e-02,0.48
-3.520e-02,0.5
-3.519e-02,0.48
-3.518e-02,0.48
-3.517e-02,0.48
-3.516e-02,0.46
-3.515e-02,0.5
-3.514e-02,0.5
-3.513e-02,0.46
-3.512e-02,0.48
-3.511e-02,0.46
-3.510e-02,0.48
-3.509e-02,0.48
-3.508e-02,0.48
-3.507e-02,0.48
-3.506e-02,0.48
-3.505e-02,0.5
-3.504e-02,0.48
-3.503e-02,0.48
-3.502e-02,0.48
-3.501e-02,0.48
-3.500e-02,0.48
-3.499e-02,0.48
-3.498e-02,0.48
-3.497e-02,0.48
-3.496e-02,0.5
-3.495e-02,0.48
-3.494e-02,0.5
-3.493e-02,0.5
-3.492e-02,0.5
-3.491e-02,0.5
-3.490e-02,0.48
-3.489e-02,0.48
-3.488e-02,0.48
-3.487e-02,0.5
-3.486e-02,0.5
-3.485e-02,0.5
-3.484e-02,0.48
-3.483e-02,0.5
-3.482e-02,0.5
-3.481e-02,0.48
-3.480e-02,0.5
-3.479e-02,0.5
-3.478e-02,0.46
-3.477e-02,0.48
-3.476e-02,0.5
-3.475e-02,0.5
-3.474e-02,0.5
-3.473e-02,0.48
-3.472e-02,0.48
-3.471e-02,0.48
-3.470e-02,0.5
-3.469e-02,0.48
-3.468e-02,0.46
-3.467e-02,0.5
-3.466e-02,0.48
-3.465e-02,0.48
-3.464e-02,0.5
-3.463e-02,0.5
-3.462e-02,0.48
-3.461e-02,0.5
-3.460e-02,0.48
-3.459e-02,0.48
-3.458e-02,0.48
-3.457e-02,0.5
-3.456e-02,0.48
-3.455e-02,0.48
-3.454e-02,0.48
-3.453e-02,0.48
-3.452e-02,0.5
-3.451e-02,0.5
-3.450e-02,0.48
-3.449e-02,0.46
-3.448e-02,0.5
-3.447e-02,0.46
-3.446e-02,0.48
-3.445e-02,0.5
-3.444e-02,0.5
-3.443e-02,0.48
-3.442e-02,0.48
-3.441e-02,0.48
-3.440e-02,0.48
-3.439e-02,0.48
-3.438e-02,0.48
-3.437e-02,0.48
-3.436e-02,0.46
-3.435e-02,0.48
-3.434e-02,0.5
-3.433e-02,0.5
-3.432e-02,0.5
-3.431e-02,0.48
-3.430e-02,0.48
-3.429e-02,0.5
-3.428e-02,0.48
-3.427e-02,0.48
-3.426e-02,0.48
-3.425e-02,0.5
-3.424e-02,0.48
-3.423e-02,0.48
-3.422e-02,0.5
-3.421e-02,0.46
-3.420e-02,0.5
-3.419e-02,0.48
-3.418e-02,0.48
-3.417e-02,0.5
-3.416e-02,0.46
-3.415e-02,0.5
-3.414e-02,0.5
-3.413e-02,0.5
-3.412e-02,0.48
-3.411e-02,0.48
-3.410e-02,0.48
-3.409e-02,0.5
-3.408e-02,0.48
-3.407e-02,0.5
-3.406e-02,0.48
-3.405e-02,0.48
-3.404e-02,0.48
-3.403e-02,0.48
-3.402e-02,0.48
-3.401e-02,0.5
-3.400e-02,0.5
-3.399e-02,0.5
-3.398e-02,0.48
-3.397e-02,0.5
-3.396e-02,0.48
-3.395e-02,0.48
-3.394e-02,0.48
-3.393e-02,0.5
-3.392e-02,0.48
-3.391e-02,0.48
-3.390e-02,0.48
-3.389e-02,0.48
-3.388e-02,0.5
-3.387e-02,0.5
-3.386e-02,0.48
-3.385e-02,0.5
-3.384e-02,0.46
-3.383e-02,0.5
-3.382e-02,0.5
-3.381e-02,0.48
-3.380e-02,0.5
-3.379e-02,0.5
-3.378e-02,0.5
-3.377e-02,0.48
-3.376e-02,0.5
-3.375e-02,0.48
-3.374e-02,0.5
-3.373e-02,0.46
-3.372e-02,0.48
-3.371e-02,0.5
-3.370e-02,0.5
-3.369e-02,0.5
-3.368e-02,0.5
-3.367e-02,0.5
-3.366e-02,0.5
-3.365e-02,0.5
-3.364e-02,0.48
-3.363e-02,0.5
-3.362e-02,0.48
-3.361e-02,0.5
-3.360e-02,0.5
-3.359e-02,0.48
-3.358e-02,0.5
-3.357e-02,0.48
-3.356e-02,0.48
-3.355e-02,0.46
-3.354e-02,0.48
-3.353e-02,0.5
-3.352e-02,0.5
-3.351e-02,0.48
-3.350e-02,0.48
-3.349e-02,0.5
-3.348e-02,0.5
-3.347e-02,0.5
-3.346e-02,0.5
-3.345e-02,0.5
-3.344e-02,0.5
-3.343e-02,0.5
-3.342e-02,0.48
-3.341e-02,0.48
-3.340e-02,0.5
-3.339e-02,0.48
-3.338e-02,0.48
-3.337e-02,0.48
-3.336e-02,0.48
-3.335e-02,0.5
-3.334e-02,0.48
-3.333e-02,0.48
-3.332e-02,0.48
-3.331e-02,0.48
-3.330e-02,0.46
-3.329e-02,0.5
-3.328e-02,0.48
-3.327e-02,0.48
-3.326e-02,0.48
-3.325e-02,0.5
-3.324e-02,0.46
-3.323e-02,0.5
-3.322e-02,0.5
-3.321e-02,0.46
-3.320e-02,0.48
-3.319e-02,0.48
-3.318e-02,0.48
-3.317e-02,0.48
-3.316e-02,0.48
-3.315e-02,0.5
-3.314e-02,0.48
-3.313e-02,0.5
-3.312e-02,0.48
-3.311e-02,0.5
-3.310e-02,0.48
-3.309e-02,0.5
-3.308e-02,0.48
-3.307e-02,0.5
-3.306e-02,0.48
-3.305e-02,0.48
-3.304e-02,0.5
-3.303e-02,0.48
-3.302e-02,0.48
-3.301e-02,0.48
-3.300e-02,0.5
-3.299e-02,0.48
-3.298e-02,0.5
-3.297e-02,0.48
-3.296e-02,0.48
-3.295e-02,0.5
-3.294e-02,0.48
-3.293e-02,0.48
-3.292e-02,0.5
-3.291e-02,0.5
-3.290e-02,0.48
-3.289e-02,0.5
-3.288e-02,0.48
-3.287e-02,0.48
-3.286e-02,0.48
-3.285e-02,0.48
-3.284e-02,0.48
-3.283e-02,0.48
-3.282e-02,0.48
-3.281e-02,0.48
-3.280e-02,0.5
-3.279e-02,0.5
-3.278e-02,0.5
-3.277e-02,0.48
-3.276e-02,0.5
-3.275e-02,0.48
-3.274e-02,0.5
-3.273e-02,0.48
-3.272e-02,0.48
-3.271e-02,0.5
-3.270e-02,0.5
-3.269e-02,0.48
-3.268e-02,0.46
-3.267e-02,0.5
-3.266e-02,0.5
-3.265e-02,0.46
-3.264e-02,0.48
-3.263e-02,0.48
-3.262e-02,0.48
-3.261e-02,0.48
-3.260e-02,0.48
-3.259e-02,0.48
-3.258e-02,0.48
-3.257e-02,0.48
-3.256e-02,0.48
-3.255e-02,0.48
-3.254e-02,0.5
-3.253e-02,0.48
-3.252e-02,0.48
-3.251e-02,0.48
-3.250e-02,0.5
-3.249e-02,0.48
-3.248e-02,0.46
-3.247e-02,0.46
-3.246e-02,0.5
-3.245e-02,0.48
-3.244e-02,0.5
-3.243e-02,0.5
-3.242e-02,0.48
-3.241e-02,0.5
-3.240e-02,0.46
-3.239e-02,0.52
-3.238e-02,0.5
-3.237e-02,0.48
-3.236e-02,0.48
-3.235e-02,0.48
-3.234e-02,0.48
-3.233e-02,0.48
-3.232e-02,0.5
-3.231e-02,0.5
-3.230e-02,0.48
-3.229e-02,0.46
-3.228e-02,0.5
-3.227e-02,0.46
-3.226e-02,0.48
-3.225e-02,0.48
-3.224e-02,0.48
-3.223e-02,0.48
-3.222e-02,0.48
-3.221e-02,0.48
-3.220e-02,0.5
-3.219e-02,0.5
-3.218e-02,0.48
-3.217e-02,0.48
-3.216e-02,0.5
-3.215e-02,0.48
-3.214e-02,0.48
-3.213e-02,0.5
-3.212e-02,0.48
-3.211e-02,0.46
-3.210e-02,0.46
-3.209e-02,0.5
-3.208e-02,0.5
-3.207e-02,0.48
-3.206e-02,0.48
-3.205e-02,0.5
-3.204e-02,0.46
-3.203e-02,0.5
-3.202e-02,0.5
-3.201e-02,0.5
-3.200e-02,0.48
-3.199e-02,0.5
-3.198e-02,0.48
-3.197e-02,0.5
-3.196e-02,0.5
-3.195e-02,0.46
-3.194e-02,0.5
-3.193e-02,0.46
-3.192e-02,0.48
-3.191e-02,0.48
-3.190e-02,0.5
-3.189e-02,0.5
-3.188e-02,0.46
-3.187e-02,0.5
-3.186e-02,0.48
-3.185e-02,0.5
-3.184e-02,0.48
-3.183e-02,0.48
-3.182e-02,0.5
-3.181e-02,0.48
-3.180e-02,0.46
-3.179e-02,0.5
-3.178e-02,0.5
-3.177e-02,0.48
-3.176e-02,0.48
-3.175e-02,0.5
-3.174e-02,0.5
-3.173e-02,0.48
-3.172e-02,0.48
-3.171e-02,0.48
-3.170e-02,0.48
-3.169e-02,0.48
-3.168e-02,0.48
-3.167e-02,0.5
-3.166e-02,0.48
-3.165e-02,0.5
-3.164e-02,0.5
-3.163e-02,0.46
-3.162e-02,0.5
-3.161e-02,0.5
-3.160e-02,0.5
-3.159e-02,0.5
-3.158e-02,0.48
-3.157e-02,0.48
-3.156e-02,0.48
-3.155e-02,0.48
-3.154e-02,0.48
-3.153e-02,0.5
-3.152e-02,0.46
-3.151e-02,0.5
-3.150e-02,0.48
-3.149e-02,0.5
-3.148e-02,0.48
-3.147e-02,0.48
-3.146e-02,0.46
-3.145e-02,0.48
-3.144e-02,0.5
-3.143e-02,0.48
-3.142e-02,0.48
-3.141e-02,0.48
-3.140e-02,0.48
-3.139e-02,0.48
-3.138e-02,0.48
-3.137e-02,0.48
-3.136e-02,0.5
-3.135e-02,0.5
-3.134e-02,0.5
-3.133e-02,0.52
-3.132e-02,0.48
-3.131e-02,0.48
-3.130e-02,0.5
-3.129e-02,0.5
-3.128e-02,0.5
-3.127e-02,0.46
-3.126e-02,0.46
-3.125e-02,0.48
-3.124e-02,0.48
-3.123e-02,0.48
-3.122e-02,0.48
-3.121e-02,0.48
-3.120e-02,0.5
-3.119e-02,0.48
-3.118e-02,0.5
-3.117e-02,0.48
-3.116e-02,0.48
-3.115e-02,0.48
-3.114e-02,0.48
-3.113e-02,0.48
-3.112e-02,0.48
-3.111e-02,0.48
-3.110e-02,0.48
-3.109e-02,0.5
-3.108e-02,0.48
-3.107e-02,0.5
-3.106e-02,0.48
-3.105e-02,0.48
-3.104e-02,0.5
-3.103e-02,0.48
-3.102e-02,0.48
-3.101e-02,0.5
-3.100e-02,0.48
-3.099e-02,0.48
-3.098e-02,0.48
-3.097e-02,0.48
-3.096e-02,0.5
-3.095e-02,0.5
-3.094e-02,0.48
-3.093e-02,0.5
-3.092e-02,0.5
-3.091e-02,0.5
-3.090e-02,0.48
-3.089e-02,0.5
-3.088e-02,0.48
-3.087e-02,0.48
-3.086e-02,0.5
-3.085e-02,0.48
-3.084e-02,0.48
-3.083e-02,0.48
-3.082e-02,0.48
-3.081e-02,0.46
-3.080e-02,0.48
-3.079e-02,0.5
-3.078e-02,0.5
-3.077e-02,0.48
-3.076e-02,0.48
-3.075e-02,0.48
-3.074e-02,0.5
-3.073e-02,0.48
-3.072e-02,0.48
-3.071e-02,0.5
-3.070e-02,0.5
-3.069e-02,0.48
-3.068e-02,0.48
-3.067e-02,0.5
-3.066e-02,0.48
-3.065e-02,0.48
-3.064e-02,0.5
-3.063e-02,0.48
-3.062e-02,0.5
-3.061e-02,0.46
-3.060e-02,0.48
-3.059e-02,0.48
-3.058e-02,0.48
-3.057e-02,0.48
-3.056e-02,0.5
-3.055e-02,0.5
-3.054e-02,0.5
-3.053e-02,0.48
-3.052e-02,0.5
-3.051e-02,0.48
-3.050e-02,0.5
-3.049e-02,0.5
-3.048e-02,0.48
-3.047e-02,0.48
-3.046e-02,0.5
-3.045e-02,0.48
-3.044e-02,0.48
-3.043e-02,0.5
-3.042e-02,0.5
-3.041e-02,0.5
-3.040e-02,0.48
-3.039e-02,0.48
-3.038e-02,0.5
-3.037e-02,0.5
-3.036e-02,0.5
-3.035e-02,0.48
-3.034e-02,0.5
-3.033e-02,0.48
-3.032e-02,0.48
-3.031e-02,0.46
-3.030e-02,0.46
-3.029e-02,0.5
-3.028e-02,0.48
-3.027e-02,0.5
-3.026e-02,0.48
-3.025e-02,-0.48
-3.024e-02,-0.48
-3.023e-02,-0.46
-3.022e-02,-0.48
-3.021e-02,-0.46
-3.020e-02,-0.46
-3.019e-02,-0.5
-3.018e-02,-0.5
-3.017e-02,-0.48
-3.016e-02,-0.46
-3.015e-02,-0.46
-3.014e-02,-0.48
-3.013e-02,-0.5
-3.012e-02,-0.48
-3.011e-02,-0.48
-3.010e-02,-0.5
-3.009e-02,-0.48
-3.008e-02,-0.48
-3.007e-02,-0.48
-3.006e-02,-0.48
-3.005e-02,-0.48
-3.004e-02,-0.48
-3.003e-02,-0.48
-3.002e-02,-0.48
-3.001e-02,-0.46
-3.000e-02,-0.48
-2.999e-02,-0.48
-2.998e-02,-0.5
-2.997e-02,-0.48
-2.996e-02,-0.46
-2.995e-02,-0.48
-2.994e-02,-0.48
-2.993e-02,-0.46
-2.992e-02,-0.5
-2.991e-02,-0.48
-2.990e-02,-0.46
-2.989e-02,-0.48
-2.988e-02,-0.48
-2.987e-02,-0.46
-2.986e-02,-0.48
-2.985e-02,-0.48
-2.984e-02,-0.48
-2.983e-02,-0.48
-2.982e-02,-0.5
-2.981e-02,-0.5
-2.980e-02,-0.48
-2.979e-02,-0.48
-2.978e-02,-0.48
-2.977e-02,-0.48
-2.976e-02,-0.46
-2.975e-02,-0.48
-2.974e-02,-0.48
-2.973e-02,-0.48
-2.972e-02,-0.48
-2.971e-02,-0.48
-2.970e-02,-0.48
-2.969e-02,-0.5
-2.968e-02,-0.48
-2.967e-02,-0.5
-2.966e-02,-0.48
-2.965e-02,-0.48
-2.964e-02,-0.48
-2.963e-02,-0.48
-2.962e-02,-0.5
-2.961e-02,-0.48
-2.960e-02,-0.46
-2.959e-02,-0.48
-2.958e-02,-0.48
-2.957e-02,-0.46
-2.956e-02,-0.48
-2.955e-02,-0.5
-2.954e-02,-0.46
-2.953e-02,-0.46
-2.952e-02,-0.5
-2.951e-02,-0.48
-2.950e-02,-0.46
-2.949e-02,-0.48
-2.948e-02,-0.48
-2.947e-02,-0.48
-2.946e-02,-0.5
-2.945e-02,-0.48
-2.944e-02,-0.5
-2.943e-02,-0.48
-2.942e-02,-0.48
-2.941e-02,-0.48
-2.940e-02,-0.48
-2.939e-02,-0.48
-2.938e-02,-0.46
-2.937e-02,-0.48
-2.936e-02,-0.5
-2.935e-02,-0.5
-2.934e-02,-0.46
-2.933e-02,-0.48
-2.932e-02,-0.48
-2.931e-02,-0.48
-2.930e-02,-0.48
-2.929e-02,-0.48
-2.928e-02,-0.46
-2.927e-02,-0.48
-2.926e-02,-0.46
-2.925e-02,-0.48
-2.924e-02,-0.46
-2.923e-02,-0.46
-2.922e-02,-0.48
-2.921e-02,-0.48
-2.920e-02,-0.48
-2.919e-02,-0.48
-2.918e-02,-0.48
-2.917e-02,-0.48
-2.916e-02,-0.46
-2.915e-02,-0.48
-2.914e-02,-0.48
-2.913e-02,-0.46
-2.912e-02,-0.48
-2.911e-02,-0.48
-2.910e-02,-0.48
-2.909e-02,-0.5
-2.908e-02,-0.5
-2.907e-02,-0.46
-2.906e-02,-0.46
-2.905e-02,-0.48
-2.904e-02,-0.48
-2.903e-02,-0.46
-2.902e-02,-0.48
-2.901e-02,-0.48
-2.900e-02,-0.48
-2.899e-02,-0.48
-2.898e-02,-0.48
-2.897e-02,-0.46
-2.896e-02,-0.46
-2.895e-02,-0.48
-2.894e-02,-0.48
-2.893e-02,-0.5
-2.892e-02,-0.46
-2.891e-02,-0.46
-2.890e-02,-0.48
-2.889e-02,-0.46
-2.888e-02,-0.46
-2.887e-02,-0.48
-2.886e-02,-0.48
-2.885e-02,-0.48
-2.884e-02,-0.46
-2.883e-02,-0.46
-2.882e-02,-0.48
-2.881e-02,-0.46
-2.880e-02,-0.5
-2.879e-02,-0.48
-2.878e-02,-0.48
-2.877e-02,-0.48
-2.876e-02,-0.48
-2.875e-02,-0.5
-2.874e-02,-0.5
-2.873e-02,-0.46
-2.872e-02,-0.48
-2.871e-02,-0.46
-2.870e-02,-0.48
-2.869e-02,-0.5
-2.868e-02,-0.48
-2.867e-02,-0.5
-2.866e-02,-0.5
-2.865e-02,-0.48
-2.864e-02,-0.48
-2.863e-02,-0.48
-2.862e-02,-0.46
-2.861e-02,-0.46
-2.860e-02,-0.46
-2.859e-02,-0.48
-2.858e-02,-0.48
-2.857e-02,-0.46
-2.856e-02,-0.5
-2.855e-02,-0.5
-2.854e-02,-0.48
-2.853e-02,-0.48
-2.852e-02,-0.48
-2.851e-02,-0.48
-2.850e-02,-0.48
-2.849e-02,-0.48
-2.848e-02,-0.46
-2.847e-02,-0.48
-2.846e-02,-0.48
-2.845e-02,-0.46
-2.844e-02,-0.48
-2.843e-02,-0.46
-2.842e-02,-0.46
-2.841e-02,-0.46
-2.840e-02,-0.46
-2.839e-02,-0.48
-2.838e-02,-0.48
-2.837e-02,-0.5
-2.836e-02,-0.5
-2.835e-02,-0.48
-2.834e-02,-0.48
-2.833e-02,-0.48
-2.832e-02,-0.48
-2.831e-02,-0.5
-2.830e-02,-0.48
-2.829e-02,-0.48
-2.828e-02,-0.48
-2.827e-02,-0.48
-2.826e-02,-0.46
-2.825e-02,-0.46
-2.824e-02,-0.48
-2.823e-02,-0.5
-2.822e-02,-0.48
-2.821e-02,-0.5
-2.820e-02,-0.48
-2.819e-02,-0.48
-2.818e-02,-0.5
-2.817e-02,-0.46
-2.816e-02,-0.48
-2.815e-02,-0.48
-2.814e-02,-0.46
-2.813e-02,-0.48
-2.812e-02,-0.5
-2.811e-02,-0.5
-2.810e-02,-0.48
-2.809e-02,-0.48
-2.808e-02,-0.46
-2.807e-02,-0.46
-2.806e-02,-0.48
-2.805e-02,-0.48
-2.804e-02,-0.46
-2.803e-02,-0.5
-2.802e-02,-0.46
-2.801e-02,-0.46
-2.800e-02,-0.46
-2.799e-02,-0.48
-2.798e-02,-0.5
-2.797e-02,-0.46
-2.796e-02,-0.5
-2.795e-02,-0.48
-2.794e-02,-0.48
-2.793e-02,-0.5
-2.792e-02,-0.48
-2.791e-02,-0.46
-2.790e-02,-0.48
-2.789e-02,-0.46
-2.788e-02,-0.48
-2.787e-02,-0.46
-2.786e-02,-0.48
-2.785e-02,-0.48
-2.784e-02,-0.48
-2.783e-02,-0.48
-2.782e-02,-0.46
-2.781e-02,-0.46
-2.780e-02,-0.48
-2.779e-02,-0.48
-2.778e-02,-0.48
-2.777e-02,-0.48
-2.776e-02,-0.46
-2.775e-02,-0.5
-2.774e-02,-0.48
-2.773e-02,-0.48
-2.772e-02,-0.48
-2.771e-02,-0.5
-2.770e-02,-0.48
-2.769e-02,-0.48
-2.768e-02,-0.48
-2.767e-02,-0.48
-2.766e-02,-0.46
-2.765e-02,-0.48
-2.764e-02,-0.52
-2.763e-02,-0.48
-2.762e-02,-0.46
-2.761e-02,-0.48
-2.760e-02,-0.48
-2.759e-02,-0.48
-2.758e-02,-0.48
-2.757e-02,-0.48
-2.756e-02,-0.48
-2.755e-02,-0.48
-2.754e-02,-0.48
-2.753e-02,-0.48
-2.752e-02,-0.46
-2.751e-02,-0.46
-2.750e-02,-0.48
-2.749e-02,-0.5
-2.748e-02,-0.48
-2.747e-02,-0.5
-2.746e-02,-0.48
-2.745e-02,-0.48
-2.744e-02,-0.48
-2.743e-02,-0.48
-2.742e-02,-0.46
-2.741e-02,-0.46
-2.740e-02,-0.46
-2.739e-02,-0.48
-2.738e-02,-0.48
-2.737e-02,-0.48
-2.736e-02,-0.46
-2.735e-02,-0.48
-2.734e-02,-0.46
-2.733e-02,-0.5
